start_date,end_date,national_total,districts
2023-09-16,2023-09-22,702,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 90}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 81}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 57}, {'district': <District.Kandy: 'Kandy'>, 'cases': 125}, {'district': <District.Matale: 'Matale'>, 'cases': 20}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 56}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 11}, {'district': <District.Matara: 'Matara'>, 'cases': 33}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 34}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 10}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 38}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 7}, {'district': <District.Badulla: 'Badulla'>, 'cases': 13}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 10}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 27}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 55}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2012-01-21,2012-01-27,779,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 232}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 124}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 33}, {'district': <District.Kandy: 'Kandy'>, 'cases': 41}, {'district': <District.Matale: 'Matale'>, 'cases': 9}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 17}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 13}, {'district': <District.Matara: 'Matara'>, 'cases': 52}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 32}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 5}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 10}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 62}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 7}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 27}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 28}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 10}, {'district': <District.Badulla: 'Badulla'>, 'cases': 6}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 5}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 12}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 34}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 6}]"
2016-02-20,2016-02-26,740,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 254}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 65}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 58}, {'district': <District.Kandy: 'Kandy'>, 'cases': 23}, {'district': <District.Matale: 'Matale'>, 'cases': 5}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 28}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 13}, {'district': <District.Matara: 'Matara'>, 'cases': 31}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 65}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 4}, {'district': <District.Mannar: 'Mannar'>, 'cases': 6}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 8}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 17}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 14}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 35}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 17}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 3}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 12}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 25}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 34}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 14}]"
2009-07-25,2009-07-31,928,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 163}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 71}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 21}, {'district': <District.Kandy: 'Kandy'>, 'cases': 141}, {'district': <District.Matale: 'Matale'>, 'cases': 92}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 20}, {'district': <District.Galle: 'Galle'>, 'cases': 16}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 27}, {'district': <District.Matara: 'Matara'>, 'cases': 66}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 19}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 0}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 66}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 14}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 5}, {'district': <District.Badulla: 'Badulla'>, 'cases': 8}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 5}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 85}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 100}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2017-08-19,2017-08-25,4812,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 674}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 683}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 295}, {'district': <District.Kandy: 'Kandy'>, 'cases': 518}, {'district': <District.Matale: 'Matale'>, 'cases': 148}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 40}, {'district': <District.Galle: 'Galle'>, 'cases': 229}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 63}, {'district': <District.Matara: 'Matara'>, 'cases': 233}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 88}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 11}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 9}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 2}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 51}, {'district': <District.Ampara: 'Ampara'>, 'cases': 17}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 15}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 341}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 311}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 57}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 23}, {'district': <District.Badulla: 'Badulla'>, 'cases': 102}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 113}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 339}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 419}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 30}]"
2008-06-21,2008-06-27,63,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 19}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 9}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 3}, {'district': <District.Kandy: 'Kandy'>, 'cases': 5}, {'district': <District.Matale: 'Matale'>, 'cases': 3}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 1}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 0}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 2}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 1}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 2}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 0}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 8}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2020-11-07,2020-11-13,189,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 14}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 6}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 5}, {'district': <District.Kandy: 'Kandy'>, 'cases': 34}, {'district': <District.Matale: 'Matale'>, 'cases': 6}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 2}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 1}, {'district': <District.Matara: 'Matara'>, 'cases': 9}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 8}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 2}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 59}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 0}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 1}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 1}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 18}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 9}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
2007-01-20,2007-01-26,144,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 52}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 12}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 15}, {'district': <District.Kandy: 'Kandy'>, 'cases': 17}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 3}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 1}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 0}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 6}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 1}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 2}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 5}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2010-03-27,2010-04-02,226,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 43}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 23}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 3}, {'district': <District.Kandy: 'Kandy'>, 'cases': 10}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 5}, {'district': <District.Galle: 'Galle'>, 'cases': 13}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 8}, {'district': <District.Matara: 'Matara'>, 'cases': 6}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 3}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 3}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 5}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 26}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 9}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 11}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 9}, {'district': <District.Badulla: 'Badulla'>, 'cases': 6}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 17}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 1}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 12}]"
2018-04-14,2018-04-20,509,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 72}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 44}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 16}, {'district': <District.Kandy: 'Kandy'>, 'cases': 33}, {'district': <District.Matale: 'Matale'>, 'cases': 8}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 6}, {'district': <District.Galle: 'Galle'>, 'cases': 13}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 6}, {'district': <District.Matara: 'Matara'>, 'cases': 8}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 20}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 133}, {'district': <District.Ampara: 'Ampara'>, 'cases': 4}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 9}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 15}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 11}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 2}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 28}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 12}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 36}]"
2018-11-24,2018-11-30,901,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 207}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 139}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 45}, {'district': <District.Kandy: 'Kandy'>, 'cases': 64}, {'district': <District.Matale: 'Matale'>, 'cases': 13}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 15}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 16}, {'district': <District.Matara: 'Matara'>, 'cases': 14}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 104}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 6}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 6}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 68}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 19}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 39}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 42}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 11}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 2}, {'district': <District.Badulla: 'Badulla'>, 'cases': 11}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 6}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 23}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 35}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 9}]"
2011-02-19,2011-02-25,191,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 78}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 21}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 1}, {'district': <District.Kandy: 'Kandy'>, 'cases': 2}, {'district': <District.Matale: 'Matale'>, 'cases': 4}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 0}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 1}, {'district': <District.Matara: 'Matara'>, 'cases': 2}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 9}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 6}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 2}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 5}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 4}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 6}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 8}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 6}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2015-01-24,2015-01-30,1275,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 439}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 37}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 64}, {'district': <District.Kandy: 'Kandy'>, 'cases': 65}, {'district': <District.Matale: 'Matale'>, 'cases': 28}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 10}, {'district': <District.Galle: 'Galle'>, 'cases': 31}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 22}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 111}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 9}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 7}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 7}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 67}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 45}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 71}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 58}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 44}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 17}, {'district': <District.Badulla: 'Badulla'>, 'cases': 32}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 12}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 29}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 13}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 42}]"
2023-01-21,2023-01-27,146,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 204}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 196}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 81}, {'district': <District.Kandy: 'Kandy'>, 'cases': 65}, {'district': <District.Matale: 'Matale'>, 'cases': 25}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 40}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 24}, {'district': <District.Matara: 'Matara'>, 'cases': 39}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 89}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 6}, {'district': <District.Mannar: 'Mannar'>, 'cases': 4}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 41}, {'district': <District.Ampara: 'Ampara'>, 'cases': 8}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 41}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 79}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 212}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 15}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 22}, {'district': <District.Badulla: 'Badulla'>, 'cases': 26}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 6}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 45}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 51}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 138}]"
2018-09-15,2018-09-21,535,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 97}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 92}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 28}, {'district': <District.Kandy: 'Kandy'>, 'cases': 73}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 7}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 7}, {'district': <District.Matara: 'Matara'>, 'cases': 21}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 38}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 14}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 4}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 20}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 7}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 17}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 5}, {'district': <District.Badulla: 'Badulla'>, 'cases': 18}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 7}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 13}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 17}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 10}]"
2014-03-22,2014-03-28,370,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 128}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 43}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 22}, {'district': <District.Kandy: 'Kandy'>, 'cases': 9}, {'district': <District.Matale: 'Matale'>, 'cases': 7}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 18}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 2}, {'district': <District.Matara: 'Matara'>, 'cases': 3}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 14}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 6}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 47}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 22}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 9}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 7}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 5}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 12}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
